Date Range,Grade,Pollster,Subject,Sponsor,Sample Size,Sample Type,Population,Weight,Leading Result,Leading %,Trailing Result,Trailing %,Spread
Jun. 18-26,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,51%,Disapprove,47%,4.0
Jun. 23-26,,Targoz Market Research,Donald Trump,Overton Insights,1200,,rv,,Disapprove,54%,Approve,43%,11.0
Jun. 23-25,,American Pulse Research & Polling,Donald Trump,,633,,rv,,Approve,50%,Disapprove,49%,0.8
Jun. 24-25,,Emerson College,Donald Trump,,1000,,rv,,Disapprove,46%,Approve,45%,1.4
Jun. 24-25,,John Zogby Strategies,Donald Trump,,1006,,lv,,Disapprove,53%,Approve,45%,7.3
Jun. 23-25,,Quantus Insights,Donald Trump,,1000,,rv,,Disapprove,50%,Approve,47%,3.0
Jun. 23-25,,Marist College,Donald Trump,NPR/PBS News,1206,,rv,,Disapprove,53%,Approve,44%,9.0
Jun. 23-25,,Marist College,Donald Trump,NPR/PBS News,1381,,a,,Disapprove,52%,Approve,43%,9.0
Jun. 22-24,,Quinnipiac University,Donald Trump,,979,,rv,,Disapprove,54%,Approve,41%,13.0
Jun. 21-23,,Ipsos,Donald Trump,Reuters,1139,,a,,Disapprove,57%,Approve,41%,16.0
Jun. 20-23,,YouGov,Donald Trump,The Economist,1455,,rv,,Disapprove,54%,Approve,43%,11.0
Jun. 20-23,,YouGov,Donald Trump,The Economist,1590,,a,,Disapprove,54%,Approve,40%,14.0
Jun. 20-22,,Morning Consult,Donald Trump,,2205,,rv,,Disapprove,53%,Approve,45%,8.0
Jun. 20-22,,Ipsos,Donald Trump,Reuters,1144,,a,,Disapprove,54%,Approve,41%,13.0
Jun. 18-20,,Trafalgar Group,Donald Trump,,1085,,lv,,Approve,54%,Disapprove,44%,9.9
Jun. 17-20,,American Research Group,Donald Trump,,1100,,a,,Disapprove,55%,Approve,41%,14.0
Jun. 17-20,,American Research Group,Donald Trump,,1009,,rv,,Disapprove,59%,Approve,38%,21.0
Jun. 17-20,,The Bullfinch Group,Donald Trump,Exiled Policy,1223,,a,,Disapprove,54%,Approve,41%,13.0
Jun. 17-20,,The Bullfinch Group,Donald Trump,Exiled Policy,1006,,rv,,Disapprove,54%,Approve,43%,11.0
Jun. 17-20,,The Bullfinch Group,Supreme Court,Exiled Policy,1223,,a,,Disapprove,54%,Approve,34%,20.0
Jun. 17-20,,The Bullfinch Group,Congress,Exiled Policy,1006,,rv,,Disapprove,56%,Approve,35%,21.0
Jun. 11-19,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,53%,Disapprove,46%,7.0
Jun. 2-19,,Gallup,Donald Trump,,1000,,a,,Disapprove,57%,Approve,40%,17.0
Jun. 17-18,,Echelon Insights,Donald Trump,,1002,,lv,,Disapprove,52%,Approve,48%,4.0
Jun. 12-17,,Echelon Insights,Donald Trump,,982,,lv,,Disapprove,53%,Approve,45%,8.0
Jun. 13-16,,YouGov,Donald Trump,The Economist,1351,,rv,,Disapprove,53%,Approve,44%,9.0
Jun. 13-16,,YouGov,Donald Trump,The Economist,1512,,a,,Disapprove,54%,Approve,41%,13.0
Jun. 11-16,,Ipsos,Donald Trump,Reuters,4258,,a,,Disapprove,54%,Approve,42%,12.0
Jun. 15-16,,InsiderAdvantage,Donald Trump,,1000,,lv,,Approve,54%,Disapprove,44%,10.3
Jun. 13-16,,YouGov,JD Vance,The Economist,1512,,a,,Disapprove,47%,Approve,36%,11.0
Jun. 13-16,,YouGov,JD Vance,The Economist,1351,,rv,,Disapprove,48%,Approve,41%,7.0
Jun. 13-16,,Beacon Research/Shaw & Co. Research,Donald Trump,Fox News,1003,,rv,,Disapprove,54%,Approve,46%,8.0
Jun. 13-16,,YouGov,JD Vance,The Economist,1512,,a,,Disapprove,47%,Approve,36%,11.0
Jun. 13-16,,YouGov,JD Vance,The Economist,1351,,rv,,Disapprove,48%,Approve,41%,7.0
Jun. 13-15,,Morning Consult,Donald Trump,,2207,,rv,,Disapprove,52%,Approve,46%,6.0
Jun. 5-14,,Clarity Campaign Labs,Donald Trump,,1000,,rv,,Disapprove,50%,Approve,47%,3.0
Jun. 5-14,,Clarity Campaign Labs,Congress,,1000,,rv,,Disapprove,51%,Approve,37%,14.0
Jun. 2-12,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,52%,Disapprove,46%,6.0
Jun. 6-12,,Verasight,Donald Trump,Strength in Numbers,1500,,a,,Disapprove,56%,Approve,42%,14.0
Jun. 11-12,,HarrisX/Harris Poll,Donald Trump,Harvard CAPS,2097,,rv,,Disapprove,50%,Approve,46%,4.0
Jun. 11-12,,HarrisX/Harris Poll,Congress,Harvard CAPS,2097,,rv,,Disapprove,52%,Approve,37%,15.0
Jun. 11-12,,HarrisX/Harris Poll,Congress,Harvard CAPS,2097,,rv,,Disapprove,52%,Approve,37%,15.0
Jun. 9-11,,Quantus Insights,Donald Trump,TrendingPolitics,1000,,rv,,Disapprove,49%,Approve,48%,1.6
Jun. 9-11,,TIPP Insights,Donald Trump,League of American Workers,1584,,rv,,Disapprove,50%,Approve,43%,7.0
Jun. 9-11,,Quantus Insights,JD Vance,TrendingPolitics,1000,,rv,,Disapprove,47%,Approve,42%,5.0
Jun. 9-11,,TIPP Insights,JD Vance,League of American Workers,1584,,rv,,Disapprove,44%,Approve,39%,5.0
May. 30-Jun. 10,,SurveyMonkey,Donald Trump,NBC News,19410,,a,,Disapprove,55%,Approve,45%,10.0
Jun. 6-9,,YouGov,Donald Trump,The Economist,1397,,rv,,Disapprove,53%,Approve,45%,8.0
Jun. 6-9,,YouGov,Donald Trump,The Economist,1533,,a,,Disapprove,52%,Approve,43%,9.0
Jun. 3-9,,Morning Consult,Donald Trump,,45000,,rv,,Disapprove,48%,Approve,46%,1.8
Jun. 5-9,,Quinnipiac University,Donald Trump,,1265,,rv,,Disapprove,54%,Approve,38%,16.0
Jun. 5-9,,Global Strategy Group,Donald Trump,Navigator Research,1000,,rv,,Disapprove,55%,Approve,42%,13.0
Jun. 5-9,,AP-NORC,Donald Trump,,1158,,a,,Disapprove,60%,Approve,39%,21.0
Jun. 6-8,,Morning Consult,Donald Trump,,1867,,rv,,Disapprove,51%,Approve,47%,4.0
Jun. 2-8,,Pew Research Center,Donald Trump,,5044,,a,,Disapprove,58%,Approve,41%,17.0
Jun. 4-6,,YouGov,Donald Trump,CBS News,2428,,a,,Disapprove,55%,Approve,45%,10.0
Jun. 6-6,,J.L. Partners,Donald Trump,DailyMail.com,1006,,rv,,Disapprove,53%,Approve,47%,6.0
Jun. 1-4,,Quantus Insights,Donald Trump,TrendingPolitics,1000,,rv,,Approve,49%,Disapprove,48%,0.6
May. 27-Jun. 3,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,51%,Disapprove,46%,5.0
May. 30-Jun. 2,,YouGov,Donald Trump,The Economist,1610,,a,,Disapprove,49%,Approve,45%,4.0
May. 30-Jun. 2,,YouGov,Donald Trump,The Economist,1436,,rv,,Disapprove,51%,Approve,46%,5.0
May. 30-Jun. 2,,Morning Consult,Donald Trump,,2205,,rv,,Disapprove,51%,Approve,46%,5.0
May. 29-Jun. 2,,Grayhouse,Donald Trump,America One Policies,2000,,rv,,Disapprove,49%,Approve,48%,1.0
May. 30-Jun. 1,,Trafalgar Group/InsiderAdvantage,Donald Trump,,1098,,lv,,Approve,54%,Disapprove,46%,8.1
May. 1-31,,ActiVote,Donald Trump,,488,,a,,Disapprove,50%,Approve,46%,3.9
May. 28-30,,TIPP Insights,Donald Trump,Issues & Insights,1395,,a,,Disapprove,45%,Approve,43%,2.0
May. 20-29,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Disapprove,50%,Approve,49%,1.0
May. 28-29,,John Zogby Strategies,Donald Trump,,1000,,lv,,Disapprove,49%,Approve,48%,0.8
May. 21-27,,AtlasIntel,Donald Trump,,3469,,rv,,Disapprove,54%,Approve,44%,10.0
May. 22-27,,YouGov,Donald Trump,Yahoo News,1052,,rv,,Disapprove,53%,Approve,45%,8.0
May. 22-27,,YouGov,Donald Trump,Yahoo News,1560,,a,,Disapprove,54%,Approve,41%,13.0
May. 23-26,,YouGov,Donald Trump,The Economist,1660,,a,,Disapprove,52%,Approve,44%,8.0
May. 23-26,,YouGov,Donald Trump,The Economist,1486,,rv,,Disapprove,52%,Approve,46%,6.0
May. 23-25,,Morning Consult,Donald Trump,,2208,,rv,,Disapprove,50%,Approve,48%,2.0
May. 23-25,,Morning Consult,Donald Trump,,2208,,rv,,Disapprove,50%,Approve,48%,2.0
May. 14-21,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Disapprove,50%,Approve,48%,2.0
May. 14-21,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Disapprove,50%,Approve,48%,2.0
May. 20-21,,RMG Research,Supreme Court,Napolitan Institute,1000,,rv,,Approve,51%,Disapprove,44%,7.0
May. 17-20,,American Research Group,Donald Trump,,1008,,rv,,Disapprove,55%,Approve,42%,13.0
May. 17-20,,American Research Group,Donald Trump,,1100,,a,,Disapprove,55%,Approve,41%,14.0
May. 17-20,,Civiqs,Donald Trump,Daily Kos,1018,,rv,,Disapprove,52%,Approve,47%,5.0
May. 18-20,,Quantus Insights,Donald Trump,TrendingPolitics,1000,,rv,,Approve,48%,Disapprove,48%,0.5
May. 16-19,,YouGov,Donald Trump,The Economist,1558,,rv,,Disapprove,52%,Approve,45%,7.0
May. 16-19,,YouGov,Donald Trump,The Economist,1710,,a,,Disapprove,51%,Approve,43%,8.0
May. 16-19,,YouGov,Supreme Court,The Economist,1710,,a,,Disapprove,46%,Approve,36%,10.0
May. 16-19,,YouGov,Supreme Court,The Economist,1558,,rv,,Disapprove,50%,Approve,39%,11.0
May. 16-19,,YouGov,Congress,The Economist,1558,,rv,,Disapprove,55%,Approve,24%,31.0
May. 16-19,,YouGov,Congress,The Economist,1710,,a,,Disapprove,49%,Approve,21%,28.0
May. 16-19,,Morning Consult,Donald Trump,,2208,,rv,,Disapprove,50%,Approve,48%,2.0
May. 16-19,,YouGov,Congress,The Economist,1710,,a,,Disapprove,49%,Approve,21%,28.0
May. 16-19,,YouGov,Congress,The Economist,1558,,rv,,Disapprove,55%,Approve,24%,31.0
May. 15-19,,Fabrizio Ward,Donald Trump,Pinpoint Policy Institute,800,,rv,,Disapprove,49%,Approve,46%,3.0
May. 16-19,,YouGov,Supreme Court,The Economist,1710,,a,,Disapprove,46%,Approve,36%,10.0
May. 16-19,,YouGov,Supreme Court,The Economist,1558,,rv,,Disapprove,50%,Approve,39%,11.0
May. 17-18,,InsiderAdvantage,Donald Trump,,1000,,lv,,Approve,55%,Disapprove,44%,11.0
May. 16-18,,Ipsos,Donald Trump,Reuters,1024,,a,,Disapprove,52%,Approve,42%,10.0
May. 1-18,,Gallup,Donald Trump,,1003,,a,,Disapprove,53%,Approve,43%,10.0
May. 15-18,,Global Strategy Group,Donald Trump,Navigator Research,1000,,rv,,Disapprove,54%,Approve,44%,10.0
May. 1-18,,Gallup,Congress,,1003,,a,,Disapprove,65%,Approve,26%,39.0
May. 7-15,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,52%,Disapprove,48%,4.0
May. 14-15,,HarrisX/Harris Poll,Donald Trump,Harvard CAPS,1903,,rv,,Disapprove,48%,Approve,47%,1.0
May. 5-15,,Marquette University Law School,Donald Trump,,707,,rv,,Disapprove,54%,Approve,46%,8.0
May. 5-15,,Marquette University Law School,Donald Trump,,1004,,a,,Disapprove,50%,Approve,46%,4.0
May. 5-15,,Marquette University Law School,Supreme Court,,1004,,a,,Approve,53%,Disapprove,47%,6.0
May. 5-15,,Marquette University Law School,Supreme Court,,707,,rv,,Approve,53%,Disapprove,47%,6.0
May. 14-15,,HarrisX/Harris Poll,Congress,Harvard CAPS,1903,,rv,,Disapprove,51%,Approve,38%,13.0
May. 12-13,,Ipsos,Donald Trump,Reuters,1163,,a,,Disapprove,52%,Approve,44%,8.0
May. 9-13,,The Bullfinch Group,Donald Trump,,1200,,a,,Disapprove,50%,Approve,45%,5.0
May. 9-13,,The Bullfinch Group,Donald Trump,,1000,,rv,,Disapprove,51%,Approve,45%,6.0
May. 9-13,,The Bullfinch Group,Donald Trump,,1000,,rv,,Disapprove,51%,Approve,45%,6.0
May. 9-13,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,52%,Approve,36%,16.0
May. 9-13,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,51%,Approve,36%,15.0
May. 8-12,,Echelon Insights,Donald Trump,,1000,,lv,,Disapprove,52%,Approve,46%,6.0
May. 9-12,,YouGov,Donald Trump,The Economist,1786,,a,,Disapprove,52%,Approve,43%,9.0
May. 9-12,,YouGov,Donald Trump,The Economist,1610,,rv,,Disapprove,52%,Approve,45%,7.0
May. 9-12,,YouGov,Congress,The Economist,1782,,a,,Disapprove,48%,Approve,22%,26.0
May. 9-12,,YouGov,Congress,The Economist,1608,,rv,,Disapprove,52%,Approve,24%,28.0
May. 9-12,,YouGov,Supreme Court,The Economist,1783,,a,,Disapprove,43%,Approve,38%,5.0
May. 9-12,,YouGov,Supreme Court,The Economist,1609,,rv,,Disapprove,47%,Approve,41%,6.0
May. 9-11,,Morning Consult,Donald Trump,,2221,,rv,,Disapprove,52%,Approve,46%,6.0
May. 7-9,,co/efficient,Donald Trump,,1462,,lv,,Disapprove,51%,Approve,49%,2.0
Apr. 30-May. 8,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,49%,Disapprove,49%,0.0
May. 2-8,,Morning Consult,Donald Trump,,45000,,rv,,Disapprove,48%,Approve,46%,1.8
May. 6-8,,YouGov,Donald Trump,,1143,,a,,Disapprove,50%,Approve,42%,8.5
May. 5-7,,Quantus Insights,Donald Trump,TrendingPolitics,1000,,rv,,Disapprove,48%,Approve,48%,0.1
May. 1-6,,Verasight,Donald Trump,Strength in Numbers,1000,,a,,Disapprove,56%,Approve,40%,16.0
May. 2-5,,YouGov,Donald Trump,The Economist,1693,,rv,,Disapprove,52%,Approve,44%,8.0
May. 2-5,,YouGov,Donald Trump,The Economist,1850,,a,,Disapprove,52%,Approve,42%,10.0
May. 3-5,,Big Data Poll,Donald Trump,Public Polling Project,3128,,rv,,Approve,48%,Disapprove,47%,0.6
May. 2-5,,YouGov,Supreme Court,The Economist,1850,,a,,Disapprove,46%,Approve,38%,8.0
May. 2-5,,YouGov,Supreme Court,The Economist,1693,,rv,,Disapprove,49%,Approve,40%,9.0
May. 2-5,,YouGov,Congress,The Economist,1693,,rv,,Disapprove,54%,Approve,25%,29.0
May. 2-5,,YouGov,Congress,The Economist,1850,,a,,Disapprove,48%,Approve,24%,24.0
May. 1-5,,AP-NORC,Donald Trump,,1175,,a,,Disapprove,57%,Approve,41%,16.0
May. 2-4,,Morning Consult,Donald Trump,,2263,,rv,,Disapprove,52%,Approve,46%,6.0
Apr. 30-May. 2,,TIPP Insights,Donald Trump,Issues & Insights,1400,,a,,Disapprove,47%,Approve,42%,5.0
Apr. 23-May. 1,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,49%,Disapprove,48%,1.0
Apr. 30-May. 1,,Trafalgar Group/InsiderAdvantage,Donald Trump,,1200,,lv,,Approve,46%,Disapprove,44%,2.0
Apr. 1-30,,ActiVote,Donald Trump,,576,,a,,Disapprove,51%,Approve,45%,6.1
Apr. 9-30,,Lord Ashcroft Polls,JD Vance,,10000,,a,,Disapprove,47%,Approve,41%,6.0
Apr. 9-30,,Lord Ashcroft Polls,JD Vance,,8560,,rv,,Disapprove,48%,Approve,43%,5.0
Apr. 25-28,,YouGov,Congress,The Economist,1785,,a,,Disapprove,48%,Approve,22%,26.0
Apr. 25-28,,YouGov,Congress,The Economist,1624,,rv,,Disapprove,54%,Approve,24%,30.0
Apr. 25-28,,YouGov,Supreme Court,The Economist,1785,,a,,Disapprove,43%,Approve,38%,5.0
Apr. 25-28,,YouGov,Supreme Court,The Economist,1624,,rv,,Disapprove,47%,Approve,40%,7.0
Apr. 25-28,,YouGov,Donald Trump,The Economist,1785,,a,,Disapprove,52%,Approve,42%,10.0
Apr. 25-28,,YouGov,Donald Trump,The Economist,1626,,rv,,Disapprove,54%,Approve,43%,11.0
Apr. 25-28,,YouGov,Donald Trump,Yahoo News,1597,,a,,Disapprove,53%,Approve,42%,11.0
Apr. 25-28,,YouGov,Donald Trump,Yahoo News,1071,,rv,,Disapprove,53%,Approve,45%,8.0
Apr. 23-28,,J.L. Partners,Donald Trump,DailyMail.com,1006,,rv,,Disapprove,55%,Approve,45%,10.0
Apr. 25-28,,Emerson College,Donald Trump,,1000,,rv,,Approve,45%,Disapprove,45%,0.0
Apr. 24-28,,Global Strategy Group,Donald Trump,Navigator Research,1000,,rv,,Disapprove,54%,Approve,44%,10.0
Apr. 25-27,,Morning Consult,Donald Trump,,2224,,rv,,Disapprove,53%,Approve,45%,8.0
Apr. 25-27,,Ipsos,Donald Trump,Reuters,1029,,a,,Disapprove,53%,Approve,42%,11.0
Apr. 23-27,,TrueDot.ai,Donald Trump,NewsNation/Decision Desk HQ,1448,,rv,,Disapprove,56%,Approve,44%,12.0
Apr. 23-25,,YouGov,Donald Trump,CBS News,2356,,a,,Disapprove,55%,Approve,45%,10.0
Apr. 18-25,,Ipsos,Donald Trump,The Washington Post/ABC News,1992,,rv,,Disapprove,55%,Approve,42%,13.0
Apr. 18-25,,Ipsos,Donald Trump,The Washington Post/ABC News,2464,,a,,Disapprove,55%,Approve,39%,16.0
Apr. 21-24,,The New York Times/Siena College,Donald Trump,,913,,rv,,Disapprove,54%,Approve,42%,12.0
Apr. 16-24,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,49%,Disapprove,48%,1.0
Apr. 17-24,,CNN/SSRS,Donald Trump,,1476,,rv,,Disapprove,57%,Approve,43%,14.0
Apr. 17-24,,CNN/SSRS,JD Vance,,1476,,rv,,Disapprove,55%,Approve,44%,11.0
Apr. 17-24,,CNN/SSRS,Donald Trump,,1678,,a,,Disapprove,59%,Approve,41%,18.0
Apr. 18-24,,The Bullfinch Group,Donald Trump,,1200,,a,,Disapprove,51%,Approve,46%,5.0
Apr. 18-24,,The Bullfinch Group,Donald Trump,,1000,,rv,,Disapprove,51%,Approve,46%,5.0
Apr. 17-24,,CNN/SSRS,JD Vance,,1678,,a,,Disapprove,58%,Approve,41%,17.0
Apr. 21-23,,Quantus Insights,Donald Trump,,1000,,rv,,Disapprove,50%,Approve,48%,2.1
Apr. 22-23,,John Zogby Strategies,Donald Trump,,1000,,rv,,Disapprove,50%,Approve,48%,2.0
Apr. 21-23,,YouGov,Donald Trump,The Times of London,1296,,a,,Disapprove,53%,Approve,42%,11.0
Apr. 21-23,,YouGov,Donald Trump,The Times of London,949,,rv,,Disapprove,52%,Approve,44%,8.0
Apr. 21-23,,YouGov,JD Vance,The Times of London,1296,,a,,Disapprove,46%,Approve,37%,9.0
Apr. 21-23,,YouGov,JD Vance,The Times of London,1296,,a,,Disapprove,46%,Approve,37%,9.0
Apr. 21-23,,YouGov,JD Vance,The Times of London,948,,rv,,Disapprove,49%,Approve,42%,7.0
Apr. 21-23,,Marist College,Donald Trump,NPR/PBS News,,,a,,Disapprove,53%,Approve,42%,11.0
Apr. 19-22,,YouGov,Donald Trump,The Economist,1446,,rv,,Disapprove,53%,Approve,44%,9.0
Apr. 19-22,,YouGov,Donald Trump,The Economist,1625,,a,,Disapprove,54%,Approve,41%,13.0
Apr. 19-22,,YouGov,Congress,The Economist,1443,,rv,,Disapprove,53%,Approve,25%,28.0
Apr. 19-22,,YouGov,Congress,The Economist,1622,,a,,Disapprove,50%,Approve,23%,27.0
Apr. 19-22,,YouGov,Supreme Court,The Economist,1444,,rv,,Disapprove,49%,Approve,41%,8.0
Apr. 19-22,,YouGov,Supreme Court,The Economist,1623,,a,,Disapprove,45%,Approve,38%,7.0
Apr. 16-21,,Ipsos,Donald Trump,Reuters,4306,,a,,Disapprove,53%,Approve,42%,11.0
Apr. 18-21,,Beacon Research/Shaw & Co. Research,Donald Trump,Fox News,1104,,rv,,Disapprove,55%,Approve,44%,11.0
Apr. 18-21,,Beacon Research/Shaw & Co. Research,JD Vance,Fox News,1104,,rv,,Disapprove,51%,Approve,42%,9.0
Apr. 17-21,,AP-NORC,Donald Trump,,1260,,a,,Disapprove,59%,Approve,39%,20.0
Apr. 18-21,,Beacon Research/Shaw & Co. Research,JD Vance,Fox News,1104,,rv,,Disapprove,51%,Approve,42%,9.0
Apr. 17-20,,American Research Group,Donald Trump,,1100,,a,,Disapprove,53%,Approve,43%,10.0
Apr. 17-20,,American Research Group,Donald Trump,,1010,,rv,,Disapprove,53%,Approve,43%,10.0
Apr. 18-20,,Morning Consult,Donald Trump,,2207,,rv,,Disapprove,52%,Approve,46%,6.0
Apr. 11-20,,SurveyMonkey,Donald Trump,NBC News,19682,,a,,Disapprove,55%,Approve,45%,10.0
Apr. 16-19,,McLaughlin & Associates,Donald Trump,America's New Majority Project,1638,,lv,,Disapprove,51%,Approve,49%,1.7
Apr. 16-19,,McLaughlin & Associates,Donald Trump,America's New Majority Project,2000,,rv,,Disapprove,52%,Approve,48%,4.8
Apr. 18-18,,Civiqs,Donald Trump,Daily Kos,1124,,rv,,Disapprove,53%,Approve,46%,7.0
Apr. 15-18,,Noble Predictive Insights,Donald Trump,The Center Square,2527,,rv,,Disapprove,53%,Approve,44%,9.0
Apr. 10-17,,Elon University/YouGov,Donald Trump,,1000,,a,,Disapprove,47%,Approve,41%,6.0
Apr. 9-16,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Disapprove,51%,Approve,48%,3.0
Apr. 13-15,,YouGov,Donald Trump,The Economist,1512,,a,,Disapprove,52%,Approve,42%,10.0
Apr. 13-15,,YouGov,Donald Trump,The Economist,1329,,rv,,Disapprove,53%,Approve,45%,8.0
Apr. 13-15,,YouGov,Supreme Court,The Economist,1512,,a,,Disapprove,45%,Approve,38%,7.0
Apr. 13-15,,YouGov,Supreme Court,The Economist,1327,,rv,,Disapprove,47%,Approve,42%,5.0
Apr. 13-15,,YouGov,Congress,The Economist,1512,,a,,Disapprove,48%,Approve,24%,24.0
Apr. 13-15,,YouGov,Congress,The Economist,1328,,rv,,Disapprove,52%,Approve,26%,26.0
Apr. 10-14,,Echelon Insights,Donald Trump,,1014,,lv,,Disapprove,51%,Approve,47%,4.0
Apr. 10-14,,J.L. Partners,Donald Trump,DailyMail.com,1002,,rv,,Approve,48%,Disapprove,42%,6.0
Apr. 1-14,,Gallup,Donald Trump,,1006,,a,,Disapprove,53%,Approve,44%,9.0
Apr. 9-14,,Clarity Campaign Labs,Donald Trump,,1008,,rv,,Disapprove,49%,Approve,46%,3.0
Apr. 9-14,,Clarity Campaign Labs,Congress,,1008,,rv,,Disapprove,47%,Approve,40%,7.0
Apr. 10-14,,AtlasIntel,Donald Trump,,2347,,a,,Disapprove,52%,Approve,46%,6.3
Apr. 11-13,,Morning Consult,Donald Trump,,2203,,rv,,Disapprove,52%,Approve,45%,7.0
Apr. 9-13,,Hart Research Associates/Public Opinion Strategies,Donald Trump,CNBC,1000,,a,,Disapprove,51%,Approve,44%,7.0
Apr. 7-13,,Pew Research Center,Donald Trump,,3589,,a,,Disapprove,59%,Approve,40%,19.0
Apr. 10-13,,Grayhouse,Donald Trump,,1100,,rv,,Disapprove,52%,Approve,46%,6.0
Apr. 10-12,,RealClear Opinion Research,Donald Trump,,1000,,rv,,Approve,44%,Disapprove,44%,0.0
Apr. 8-11,,YouGov,Donald Trump,CBS News,2410,,a,,Disapprove,53%,Approve,47%,6.0
Apr. 7-10,,YouGov,Donald Trump,,1151,,a,,Disapprove,54%,Approve,41%,13.0
Apr. 2-10,,RMG Research,Donald Trump,Napolitan Institute,3000,,rv,,Approve,49%,Disapprove,48%,1.0
Apr. 9-10,,HarrisX/Harris Poll,Donald Trump,Harvard CAPS,2286,,rv,,Approve,48%,Disapprove,46%,2.0
Apr. 9-10,,HarrisX/Harris Poll,Congress,Harvard CAPS,2286,,rv,,Disapprove,51%,Approve,35%,16.0
Apr. 9-10,,HarrisX/Harris Poll,Congress,Harvard CAPS,2286,,rv,,Disapprove,51%,Approve,35%,16.0
Apr. 7-9,,TIPP Insights,JD Vance,League of American Workers,1570,,rv,,Disapprove,44%,Approve,38%,6.1
Apr. 7-9,,TIPP Insights,Donald Trump,League of American Workers,1570,,rv,,Disapprove,50%,Approve,43%,6.2
Apr. 7-9,,Quantus Insights,Donald Trump,TrendingPolitics,1000,,rv,,Disapprove,50%,Approve,47%,2.9
Apr. 4-9,,University of Massachusetts Department of Political Science/YouGov,Donald Trump,WCVB-TV,1000,,a,,Disapprove,51%,Approve,44%,7.0
Apr. 4-9,,University of Massachusetts Department of Political Science/YouGov,Congress,WCVB-TV,1000,,a,,Disapprove,57%,Approve,29%,28.0
Apr. 4-9,,University of Massachusetts Department of Political Science/YouGov,Supreme Court,WCVB-TV,1000,,a,,Disapprove,48%,Approve,38%,10.0
Apr. 5-8,,YouGov,Donald Trump,The Economist,1563,,rv,,Disapprove,52%,Approve,45%,7.0
Apr. 5-8,,YouGov,Donald Trump,The Economist,1741,,a,,Disapprove,51%,Approve,43%,8.0
Apr. 5-8,,YouGov,Congress,The Economist,1738,,a,,Disapprove,53%,Approve,22%,31.0
Apr. 5-8,,YouGov,Congress,The Economist,1561,,rv,,Disapprove,56%,Approve,25%,31.0
Apr. 5-8,,YouGov,Supreme Court,The Economist,1736,,a,,Disapprove,49%,Approve,34%,15.0
Apr. 5-8,,YouGov,Supreme Court,The Economist,1560,,rv,,Disapprove,51%,Approve,37%,14.0
Apr. 3-7,,Global Strategy Group,Donald Trump,Navigator Research,1000,,rv,,Disapprove,53%,Approve,44%,9.0
Apr. 3-7,,Quinnipiac University,Donald Trump,,1407,,rv,,Disapprove,53%,Approve,41%,12.0
Apr. 4-7,,HarrisX,Donald Trump,,1883,,rv,,Disapprove,49%,Approve,47%,2.0
Apr. 1-7,,Morning Consult,Donald Trump,,45000,,a,,Approve,48%,Disapprove,46%,1.8
Apr. 1-3,,J.L. Partners,Donald Trump,DailyMail.com,1019,,rv,,Approve,47%,Disapprove,42%,5.0
Apr. 1-3,,Cygnal,Donald Trump,,1500,,lv,,Disapprove,51%,Approve,47%,4.0
Mar. 31-Apr. 2,,Ipsos,Donald Trump,,1486,,a,,Disapprove,53%,Approve,43%,10.0
Mar. 30-Apr. 1,,YouGov,Donald Trump,The Economist,1626,,a,,Disapprove,49%,Approve,46%,3.0
Mar. 30-Apr. 1,,YouGov,Donald Trump,The Economist,1465,,rv,,Disapprove,51%,Approve,46%,5.0
Mar. 30-Apr. 1,,YouGov,Congress,The Economist,1465,,rv,,Disapprove,54%,Approve,25%,29.0
Mar. 30-Apr. 1,,YouGov,Supreme Court,The Economist,1626,,a,,Disapprove,46%,Approve,35%,11.0
Mar. 30-Apr. 1,,YouGov,Supreme Court,The Economist,1465,,rv,,Disapprove,49%,Approve,39%,10.0
Mar. 30-Apr. 1,,YouGov,Congress,,1626,,a,,Disapprove,49%,Approve,23%,26.0
Mar. 27-Apr. 1,,"Fabrizio, Lee & Associates/Impact Research",Donald Trump,The Wall Street Journal,1500,,rv,,Disapprove,51%,Approve,46%,5.0
Mar. 31-Apr. 1,,RMG Research,Donald Trump,Napolitan Institute,2000,,rv,,Approve,51%,Disapprove,47%,4.0
Mar. 1-31,,ActiVote,Donald Trump,,799,,a,,Disapprove,49%,Approve,48%,1.8
Mar. 28-30,,Morning Consult,Donald Trump,,2210,,rv,,Disapprove,50%,Approve,47%,3.0
Mar. 26-28,,TIPP Insights,Donald Trump,,1425,,a,,Disapprove,45%,Approve,44%,1.0
